Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
-10.14444444,-10.14444444,0.92,1.5295,120,4.0733,1022.58
-9.788888889,-9.788888889,0.92,4.6368,245,1.3846,1022.91
-9.15,-9.15,0.85,4.6046,190,0.9016,1022.87
-7.438888889,-7.438888889,0.96,4.4436,165,0.5313,1023.35
-5.027777778,-9.405555556,0.84,10.3362,139,7.8729,1023.45
-3.9,-7.316666667,0.79,8.0661,132,8.05,1023.41
-2.766666667,-6.822222222,0.72,10.8031,121,9.982,1022.82
-2.733333333,-6.888888889,0.73,11.2056,155,9.982,1022.3
-3.755555556,-8.472222222,0.78,12.558,130,8.1305,1021.8
-3.827777778,-8.6,0.79,12.7512,130,7.2128,1021.59
-4.827777778,-10.36666667,0.86,15.1018,135,6.4883,1021.07
-5.011111111,-11.77777778,0.85,21.413,120,7.2128,1020.77
-5.083333333,-10.75555556,0.85,15.4399,129,8.05,1019.85
-3.977777778,-9.705555556,0.85,17.0016,126,8.6457,1019.75
-4.011111111,-9.027777778,0.85,13.5884,138,9.7566,1019.35
-3.966666667,-8.988888889,0.82,13.6528,128,9.7566,1019.25
-3.422222222,-8.933333333,0.81,16.5669,107,7.0679,1018.63
-3.455555556,-9.038888889,0.8,16.9211,109,9.7566,1018.06
-2.9,-8.3,0.76,16.6796,119,14.7315,1017.28
-0.588888889,-5.038888889,0.94,14.5383,74,4.508,1006.49
-2.85,-7.677777778,0.76,13.8943,118,14.812,1016.55
-2.805555556,-7.616666667,0.79,13.8943,118,14.812,1016.26
-2.85,-6.922222222,0.79,10.787,117,14.812,1015.67
-2.85,-6.544444444,0.79,9.4668,97,9.9015,1014.7
-2.366666667,-5.466666667,0.82,7.9212,98,11.1251,1014.57
-2.666666667,-6.477777778,0.91,9.9981,92,3.2522,1014.6
-2.872222222,-6.6,1,9.5795,98,2.0447,1014.46
-2.344444444,-5.955555556,0.96,9.5151,108,1.7388,1014.46
-2.088888889,-5.894444444,0.95,10.3845,104,2.254,1014.31
-1.183333333,-4.144444444,0.89,8.0983,106,1.9803,1013.66
-1.183333333,-5.005555556,0.93,11.1251,98,3.2039,1012.86
-1.027777778,-4.988888889,0.88,11.8496,83,7.3416,1012.08
-1.183333333,-4.633333333,0.89,9.7244,61,2.0125,1011.88
-2.2,-6.25,0.96,11.2056,79,1.449,1011.75
-1.094444444,-5.566666667,0.92,14.0875,76,2.9302,1010.96
-1.205555556,-5.783333333,0.93,14.5061,70,6.0214,1010.08
-1.205555556,-6.033333333,0.93,15.7941,70,3.9767,1009.8
-1.05,-5.316666667,0.92,13.1859,71,6.5366,1009.53
-0.138888889,-4.472222222,0.86,14.49,70,10.8192,1008.77
-0.65,-4.461111111,0.92,11.5437,79,2.4955,1008.26
-0.505555556,-4.533333333,0.93,12.6063,90,4.0572,1007.71
-0.605555556,-4.405555556,0.96,11.5276,80,3.8801,1006.85
-0.094444444,-4.444444444,0.92,14.6349,80,3.4615,1005.66
0.077777778,-1.766666667,0.92,5.6511,156,5.0715,1006.65
0.411111111,-3.172222222,0.92,11.5115,89,4.9105,1003.56
0.411111111,-3.75,0.92,14.2646,99,5.9087,1002.86
0.466666667,-3.722222222,0.93,14.4739,100,6.0214,1002.38
0.922222222,-2.477777778,0.92,11.1734,107,4.8139,1000.8
0.972222222,-2.4,0.92,11.0929,117,3.9767,1000.56
0.972222222,-2.872222222,0.92,13.2825,127,6.5849,1000.57
1.016666667,-4.111111111,0.92,21.2842,129,4.8461,1000.54
1.038888889,-3.422222222,0.92,16.7923,139,10.8514,999.88
2.044444444,-2.033333333,0.86,15.9229,160,10.7226,1000.24
1.138888889,-2.822222222,0.85,14.0553,179,10.8997,1000.29
1.138888889,1.138888889,0.92,4.6046,172,3.9767,1000.19
1.216666667,-0.344444444,0.92,5.3613,193,3.4293,1000.6
1.111111111,1.111111111,0.92,3.1556,227,2.0769,1000.28
1.111111111,1.111111111,0.92,2.9624,204,1.449,1000.87
1.094444444,-1.466666667,0.93,8.0983,267,2.7531,1001.55
1.088888889,-1.8,0.92,9.2414,260,3.1395,1001.88
1.088888889,-1.811111111,0.92,9.3058,243,3.1395,1002.46
0.983333333,-1.772222222,0.93,8.694,251,3.6869,1003.37
1.038888889,-1.95,0.93,9.6117,269,4.991,1003.68
0.511111111,-2.944444444,0.92,11.0446,261,4.991,1004.67
0.55,-2.666666667,0.93,10.0947,287,5.2647,1005.45
0.511111111,-1.616666667,0.92,6.5044,261,5.0393,1006.16
0,-2.283333333,0.96,6.7298,273,5.0876,1006.57
0.505555556,-1.038888889,0.93,5.1037,133,3.4776,1016.47
0.466666667,-1.627777778,0.92,6.4078,236,4.6207,1007.85
-0.066666667,-0.066666667,0.96,3.1878,215,4.1699,1008.43
-0.088888889,-2.227777778,0.96,6.2951,212,4.1216,1008.85
-0.094444444,-0.094444444,0.92,3.5259,174,4.1216,1009.5
-0.094444444,-0.094444444,0.92,1.4812,80,4.0733,1009.25
-0.027777778,-2.694444444,0.93,7.8085,109,3.8962,1009.09
-0.072222222,-2.688888889,0.92,7.6475,120,3.2039,1009.2
0.027777778,-3.144444444,0.92,9.5634,112,4.669,1010.37
0.966666667,-1.572222222,0.87,7.9695,133,4.508,1011.04
0.05,0.05,0.92,4.7495,71,2.8175,1011.64
0.05,-2.461111111,0.99,7.3899,40,2.8175,1011.19
0.177777778,-3.388888889,0.99,11.2378,5,2.5116,1011.11
0.022222222,-3.788888889,1,12.1555,359,2.898,1011.76
0,-3.472222222,1,10.7065,8,3.5259,1012.13
0.144444444,0.144444444,0.99,1.6905,32,2.6887,1013.64
-0.022222222,-0.022222222,0.92,4.8139,322,2.6404,1014.97
-0.022222222,-3.077777778,0.92,9.1126,319,3.1073,1015.77
0.127777778,-3.088888889,0.93,9.7727,320,3.0751,1016.74
-0.022222222,-3.477777778,0.92,10.6099,10,2.5921,1017.17
-0.022222222,-0.022222222,0.96,2.8014,52,3.0107,1017.84
0.05,-2.077777778,0.96,6.3273,36,3.0107,1018.32
-0.05,-2.233333333,0.96,6.44,90,3.4293,1018.94
-0.05,-0.05,0.96,3.5098,86,2.9624,1018.37
8.061111111,4.166666667,0.78,28.5614,145,13.6689,1006.29
0.461111111,-3.011111111,0.92,11.0768,80,3.8801,1017.7
0.511111111,-1.538888889,0.92,6.3112,109,3.8801,1018.27
0.461111111,-1.75,0.92,6.7298,46,3.9123,1017.57
0.972222222,-2.777777778,0.92,12.8156,71,2.5277,1016.78
0.972222222,-3.072222222,0.92,14.2968,80,1.449,1015.98
1.188888889,-2.344444444,0.93,11.9784,57,0.2254,1015.43
0.994444444,-2.783333333,0.92,12.9605,69,0.161,1015.39
1.038888889,-3.011111111,0.92,14.4417,61,0.322,1014.49
1.322222222,-2.472222222,0.99,13.4274,54,2.0608,1014.26
1.061111111,-2.727777778,1,13.1054,52,2.9302,1013.19
2.083333333,-1.45,0.92,12.9283,52,2.9624,1012.19
2.55,-1.072222222,0.99,13.9265,54,2.9302,1011.02
2.683333333,-0.083333333,0.96,9.9659,42,4.8461,1009.85
3.75,0.85,0.92,11.5598,43,5.957,1008.79
5.172222222,2.305555556,0.93,13.0249,65,7.1484,1008.16
3.772222222,2.45,0.92,5.6672,37,10.8514,1007.3
4.788888889,2.8,0.93,8.4042,60,6.9069,1006.99
7.6,4.888888889,0.82,15.617,133,11.1573,1006.27
8.405555556,4.316666667,0.79,32.6508,138,10.9802,1005.43
8.933333333,5.227777778,0.76,29.6079,148,14.6832,1004.83
9.55,5.572222222,0.73,36.8207,151,15.1179,1004.26
9.533333333,5.794444444,0.76,32.7313,159,15.6492,1004.53
9.533333333,5.516666667,0.76,37.2876,159,15.6492,1004.21
6.161111111,4.233333333,0.9,9.1931,185,8.5491,1004.13
9.555555556,5.533333333,0.73,37.513,149,15.7297,1003.72
9.05,5.366666667,0.76,29.7689,159,15.7297,1004.5
8.527777778,4.877777778,0.8,27.2734,167,15.2467,1005.01
8.494444444,4.538888889,0.78,31.2179,159,9.9015,1004.2
8.5,4.777777778,0.78,28.1106,169,9.9015,1004.84
8.372222222,4.838888889,0.78,25.3253,161,10.2718,1004.77
7.338888889,4.455555556,0.84,16.4542,149,9.9015,1004.87
8.5,5.433333333,0.78,20.6402,158,11.1251,1004.72
9.744444444,6.677777778,0.78,24.4076,159,10.3523,1004.56
9.844444444,6.083333333,0.78,34.615,149,11.2056,1003.94
10.81111111,10.81111111,0.79,25.6151,148,9.9015,1003.45
11.88333333,11.88333333,0.73,33.3592,149,10.2718,1003.05
11.89444444,11.89444444,0.74,31.3306,149,11.1251,1002.67
10.94444444,10.94444444,0.78,21.1393,148,11.1251,1002.54
10.94444444,10.94444444,0.77,19.5293,140,11.3183,1002.69
10.85555556,10.85555556,0.78,12.0267,148,11.1251,1002.5
9.788888889,7.894444444,0.84,13.2664,230,11.0768,1002.79
8.011111111,6.527777778,0.95,8.7262,70,10.8353,1003.72
7.177777778,5.377777778,0.93,9.4829,87,9.7566,1002.88
7.594444444,5.572222222,0.89,11.109,127,7.6958,1003.26
8.283333333,5.85,0.87,14.7476,150,11.3344,1003.07
7.622222222,5.694444444,0.87,10.5777,160,11.8979,1003.53
21.6,21.6,0.81,2.6726,347,14.9086,1014.71
20.44444444,20.44444444,0.79,6.1019,7,14.9086,1014.45
18.85555556,18.85555556,0.96,4.2826,309,11.6886,1015.32
18.26666667,18.26666667,0.97,11.2056,339,9.982,1014.62
18.24444444,18.24444444,0.9,10.626,331,9.982,1014.73
17.78888889,17.78888889,0.93,7.3899,331,8.4203,1014.86
18.8,18.8,0.93,3.3327,337,8.1305,1015.02
22.02222222,22.02222222,0.77,8.1949,349,9.982,1015.11
23.55555556,23.55555556,0.7,9.5151,359,11.3988,1015.18
25.02777778,25.02777778,0.73,10.9158,352,11.2056,1015.22
27.2,28.71111111,0.65,9.2092,354,9.982,1015.01
27.47222222,28.83888889,0.61,12.2682,343,10.4006,1014.91
28.86666667,30.64444444,0.59,13.8138,0,11.27,1014.92
30,31.82222222,0.55,14.007,0,11.27,1014.54
29.92222222,31.49444444,0.54,12.397,344,11.4471,1014.43
30.02222222,31.18333333,0.51,11.0446,339,11.27,1013.92
29.80555556,30.98888889,0.51,13.7172,9,11.0446,1013.64
27.61666667,28.18888889,0.52,14.0392,334,11.4471,1013.56
27.75,29.29444444,0.62,15.1179,341,11.27,1013.52
27.72777778,28.61111111,0.55,12.2521,0,11.2056,1013.69
26.12222222,26.12222222,0.63,10.7709,14,11.3988,1014.16
22.72777778,22.72777778,0.84,4.5563,9,10.0464,1014.59
22.10555556,22.10555556,0.87,3.6386,350,14.9086,1015.01
20.83888889,20.83888889,0.91,3.1717,344,14.5222,1015.37
17.52777778,17.52777778,0.87,6.1502,30,15.8263,1021.71
15.49444444,15.49444444,0.93,6.44,290,15.8263,1021.44
17.62222222,17.62222222,0.91,4.3953,326,14.9569,1019.25
14.33333333,14.33333333,0.96,6.279,330,8.1305,1021.22
14.36111111,14.36111111,0.96,6.2951,340,8.1305,1021.1
14.64444444,14.64444444,0.92,6.601,322,8.4203,1020.97
17.02222222,17.02222222,0.93,7.9051,321,8.1305,1021.32
18.78333333,18.78333333,0.84,11.0285,342,8.1305,1021.42
22,22,0.68,12.4775,9,9.982,1021.11
23.86666667,23.86666667,0.65,13.8943,352,9.982,1020.84
25.07222222,25.07222222,0.61,15.5848,10,9.982,1020.73
27.07222222,27.78333333,0.55,14.3934,359,10.3523,1020.68
27.28888889,28.05555556,0.55,15.8102,353,11.2056,1020.22
27.85,28.12777778,0.48,14.4256,3,11.2056,1020.01
27.93888889,28.12222222,0.47,15.456,2,10.3523,1019.69
27.93888889,28.22222222,0.48,15.3594,343,9.982,1019.39
28.96111111,29.38333333,0.48,14.4095,2,9.982,1018.99
28.93333333,28.93333333,0.44,13.4113,1,10.5777,1018.64
27.36111111,27.77222222,0.5,11.3505,20,10.2557,1018.32
26.25,26.25,0.57,9.499,2,9.982,1018.3
24.4,24.4,0.64,7.889,359,10.3523,1018.3
21.20555556,21.20555556,0.8,7.8729,352,9.982,1018.6
20.53333333,20.53333333,0.87,6.1502,0,15.8263,1019
19.70555556,19.70555556,0.87,6.2468,355,15.3111,1018.87
18.31111111,18.31111111,0.93,6.4239,319,15.8263,1019.12
18.27222222,18.27222222,0.93,6.4239,329,15.8263,1019.03
19.31666667,19.31666667,0.95,4.5402,341,14.9569,1017.07
16.71666667,16.71666667,0.99,6.4239,319,14.9086,1018.52
16.65,16.65,0.99,6.4239,311,14.9086,1018.12
17.00555556,17.00555556,0.95,4.2182,330,14.9569,1017.98
18.80555556,18.80555556,0.93,4.8139,349,9.982,1018.21
22.11666667,22.11666667,0.81,9.2575,340,9.982,1017.92
24.8,24.8,0.73,11.2217,0,9.982,1017.85
26.13888889,26.13888889,0.64,11.1412,10,9.982,1018.21
27.2,28.31666667,0.6,12.397,353,11.2056,1018.02
27.82777778,29.62222222,0.64,15.3916,342,11.3988,1017.93
28.96111111,30.65555556,0.58,14.329,2,11.2056,1017.79
28.96111111,30.66666667,0.58,11.2217,0,11.2056,1017.67
29.99444444,31.48333333,0.53,13.685,345,11.3988,1017.17
31.03888889,32.93888889,0.51,9.6278,4,11.2056,1016.8
30.11666667,30.81666667,0.47,12.3809,332,11.2056,1016.3
30.15555556,31.58888889,0.52,10.7709,342,11.3988,1016.16
30.07222222,31.20555556,0.5,7.6958,354,9.982,1015.8
28.96111111,30.66666667,0.58,9.0321,332,11.2056,1016
26.60555556,26.60555556,0.69,7.5187,323,10.3523,1016.1
22.82222222,22.82222222,0.89,7.7602,301,9.982,1016.49
22.71111111,22.71111111,0.87,3.2683,314,15.8263,1016.9
21.87777778,21.87777778,0.89,3.5903,321,14.9569,1016.9
21.04444444,21.04444444,0.9,3.2039,341,15.8263,1016.9
19.95555556,19.95555556,0.96,6.279,340,15.8263,1016.8
19.81111111,19.81111111,0.96,3.8801,309,6.8425,1012.92
19.4,19.4,0.93,3.3488,332,15.8263,1016.4
18.82222222,18.82222222,0.97,6.3434,342,14.9086,1016.31
19.01111111,19.01111111,0.96,6.6976,341,14.168,1016.35
20.97777778,20.97777778,0.93,3.3488,358,9.982,1016.11
24.77777778,24.77777778,0.85,3.4615,336,11.2056,1015.92
25.92222222,25.92222222,0.75,8.0983,359,11.0285,1015.9
27.73333333,30.3,0.71,7.9212,353,11.2056,1015.8
28.88888889,30.68888889,0.59,9.3702,352,11.2056,1015.41
30.1,32.38888889,0.57,8.9355,344,11.4471,1015.2
31.13333333,33.73333333,0.54,10.9641,10,11.2056,1014.9
31.13333333,33.72777778,0.54,11.0607,2,11.2056,1014.7
31.23888889,32.36666667,0.47,11.6886,4,11.3988,1014.29
31.20555556,33.18888889,0.51,12.3004,30,11.27,1013.7
31.05,32.32222222,0.48,13.4274,352,11.27,1013.23
31.16111111,32.28333333,0.47,8.533,327,11.0768,1012.82
30.63333333,32.12222222,0.51,9.3219,329,11.2056,1012.34
29.77777778,31.17777778,0.53,10.8836,330,11.2056,1012.23
26.98888889,28.21666667,0.62,11.0446,308,11.0285,1011.92
24.88333333,24.88333333,0.75,4.4919,89,11.2056,1012.1
23.70555556,23.70555556,0.8,6.2468,251,15.8263,1012.69
21.83333333,21.83333333,0.89,3.4293,258,14.168,1012.47
21.04444444,21.04444444,0.93,3.22,310,9.982,1012.31
19.95555556,19.95555556,0.97,3.2039,281,9.982,1012.31
22.05,22.05,0.91,4.0894,240,11.6886,1011.28
18.89444444,18.89444444,1,6.1502,290,6.2951,1011.9
18.84444444,18.84444444,0.97,3.22,290,6.2951,1011.69
18.63888889,18.63888889,0.99,14.2646,273,6.8425,1011.75
20.95555556,20.95555556,0.93,0,0,6.2951,1011.6
24.82777778,24.82777778,0.75,0,0,9.982,1011.4
26.82222222,28.48333333,0.69,2.2379,53,9.982,1011.49
28.79444444,30.61111111,0.59,1.1431,97,9.982,1011.38
30.02777778,31.37222222,0.52,4.7173,263,11.27,1011.58
31.83333333,33.84444444,0.49,2.7048,187,11.3988,1011.59
31.16111111,31.92777778,0.45,3.5098,290,11.27,1011.37
31.13333333,34.67222222,0.58,16.9533,271,11.27,1010.98
32.14444444,34.16111111,0.48,11.0124,238,11.4471,1010.67
32.72777778,34.23333333,0.44,10.9319,204,11.27,1010.55
32.77777778,33.67777778,0.41,12.4936,214,10.0464,1010.17
32.2,34.22777778,0.48,10.4328,258,11.4471,1009.76
32.26666667,34.45,0.48,9.3702,223,10.0464,1009.55
31.13333333,33.74444444,0.54,7.7119,214,10.0464,1009.49
27.67777778,29.62777778,0.66,9.5312,224,10.4006,1009.88
25.14444444,25.14444444,0.78,8.1305,232,10.0464,1010.36
23.5,23.5,0.89,3.3327,243,14.9086,1010.86
23.67222222,23.67222222,0.86,2.9624,192,14.5222,1010.96
22.82777778,22.82777778,0.89,6.1502,183,14.9086,1010.87
22.3,22.3,0.92,3.5742,251,11.9784,1010.89
21.07777778,21.07777778,0.96,2.3506,141,14.168,1011
22.29444444,22.29444444,0.89,3.6547,245,11.9784,1011.27
21.71666667,21.71666667,0.92,3.3166,242,9.982,1011.01
21.87222222,21.87222222,0.92,3.8318,232,14.168,1011.03
22.6,22.6,0.9,3.5259,306,9.982,1011.21
24.75555556,24.75555556,0.8,8.1949,300,9.982,1011.3
26.99444444,28.78333333,0.69,9.982,311,9.982,1011.41
28.79444444,31.71111111,0.67,9.4668,300,9.982,1011.31
31.01666667,34.55555556,0.59,10.948,330,9.982,1011.41
31.14444444,33.59444444,0.53,11.7369,304,11.3988,1011.27
32.19444444,33.57222222,0.45,15.134,271,10.0464,1011.12
32.8,33.69444444,0.41,13.7816,309,9.982,1011.02
32.8,34,0.42,12.5258,311,10.3523,1010.79
32.84444444,33.67222222,0.41,12.2843,331,10.0464,1010.21
32.89444444,34.36111111,0.43,10.8514,351,10.0464,1010.02
33.00555556,34.66111111,0.44,8.1627,344,10.3523,1010.3
32.23888889,36.12222222,0.55,3.1556,32,10.0464,1009.99
31.20555556,33.2,0.51,11.9945,11,9.982,1009.42
28.3,30.94444444,0.68,4.0572,14,10.3523,1009.79
25,25,0.84,1.5295,310,9.982,1009.99
24.26111111,24.26111111,0.85,3.22,240,14.9086,1010.69
23.84444444,23.84444444,0.85,3.059,34,14.168,1011.04
23.13333333,23.13333333,0.87,6.1502,120,14.9086,1010.7
21.60555556,21.60555556,0.93,3.2039,141,14.9086,1010.7
22.01666667,22.01666667,0.96,3.1878,11,9.982,1014.26
21.51111111,21.51111111,0.93,6.1019,120,14.9086,1010.9
20.39444444,20.39444444,0.93,6.0214,140,11.9784,1011.18
19.99444444,19.99444444,0.97,2.576,148,9.982,1011.41
22,22,0.88,3.0751,109,8.1305,1011.27
23.78333333,23.78333333,0.85,3.5742,121,9.982,1011.57
26.05555556,26.05555556,0.75,4.186,122,9.982,1012.05
27.89444444,30.61111111,0.71,7.7602,101,9.982,1012.36
30.16111111,33.60555556,0.62,7.6314,122,9.982,1012.36
31.1,33.89444444,0.55,3.6064,124,11.4471,1012.64
32.38333333,36.95,0.57,7.7119,138,11.2056,1012.56
32.82777778,33.51666667,0.4,4.0411,30,10.0464,1012.59
32.77777778,34.70555556,0.46,3.381,5,10.4006,1012.52
33.88333333,36.18333333,0.44,2.7692,3,10.0464,1012.48
32.89444444,35.8,0.49,10.465,339,10.0464,1012.39
32.99444444,35.46111111,0.47,7.0196,348,10.4006,1012.42
32.31111111,36.19444444,0.55,4.5885,342,10.0464,1012.19
31.22777778,34.80555556,0.58,4.6207,354,10.0464,1012.29
28.27222222,30.9,0.68,7.6797,25,9.982,1012.8
26.11111111,26.11111111,0.78,4.6368,42,9.982,1013.49
24.92777778,24.92777778,0.82,0,0,15.8263,1013.99
25.5,25.5,0.77,6.5044,66,9.982,1014.34
23.26666667,23.26666667,0.9,0,0,15.8263,1014.71
22.68888889,22.68888889,0.93,3.22,80,9.982,1014.7
22.33333333,22.33333333,0.94,4.025,36,11.6886,1015.95
21.57777778,21.57777778,0.97,2.9785,312,9.982,1014.89
21.57777778,21.57777778,0.93,3.3005,323,9.982,1015.12
21.21666667,21.21666667,0.96,3.7674,351,8.4203,1015.57
22.66666667,22.66666667,0.96,3.2683,344,7.2128,1016.1
24.90555556,24.90555556,0.85,3.3488,28,9.982,1015.88
27.13333333,29.41111111,0.74,7.7924,32,9.982,1016.21
28.95555556,32.01111111,0.67,12.4936,31,9.982,1016.31
30.07222222,33.47222222,0.62,12.3809,49,9.982,1016.32
31.22222222,33.86666667,0.54,9.177,82,10.3523,1016.58
32.26666667,36.25,0.55,7.9695,49,9.982,1016.7
32.8,36.75,0.53,4.7495,65,11.27,1016.58
33.73888889,35.9,0.44,5.5223,63,11.4471,1016.18
33.91111111,36.22222222,0.44,4.7978,12,10.0464,1015.81
32.89444444,34.37222222,0.43,9.2253,343,10.0464,1015.51
32.47777778,35.73888889,0.52,10.6904,354,10.3523,1015.52
32.28888889,34.41111111,0.48,10.6099,1,9.982,1015.2
31.18333333,34.8,0.58,7.6797,352,9.982,1015.3
28.20555556,30.79444444,0.68,7.5348,19,10.3523,1015.58
25.09444444,25.09444444,0.84,3.1878,355,9.982,1016.19
24.35,24.35,0.87,3.22,300,14.9086,1016.6
24.22222222,24.22222222,0.87,3.7674,335,14.5222,1016.51
23.19444444,23.19444444,0.93,3.1717,358,14.9086,1016.4
22.71111111,22.71111111,0.92,3.1878,28,14.9086,1016.22
24.25555556,24.25555556,0.83,9.0321,115,11.6886,1014.52
21.52777778,21.52777778,0.93,3.3005,47,11.9784,1016.3
21.52777778,21.52777778,0.93,3.3005,57,11.9784,1016.2
22.54444444,22.54444444,0.9,5.313,97,9.982,1016.28
23.59444444,23.59444444,0.85,4.3953,138,9.982,1016.31
23.85,23.85,0.9,2.9463,145,9.982,1016.4
26.2,26.2,0.81,4.83,142,9.982,1016.38
28.91666667,32.45,0.69,9.4829,127,9.982,1016.17
31.16111111,35.32777778,0.61,11.27,160,9.982,1016.16
32.11111111,36.52777778,0.57,9.7083,146,10.3523,1016.29
32.82777778,36.93888889,0.53,9.4185,149,11.27,1016.16
32.68888889,36.73888889,0.54,9.2736,169,11.27,1015.85
33.55555556,35.74444444,0.44,10.2235,158,11.4471,1015.42
33.79444444,38.11666667,0.51,7.567,141,10.0464,1014.79
33.79444444,35.46666667,0.42,12.2682,180,10.0464,1014.68
33.73333333,35.24444444,0.41,9.3219,167,10.4006,1014.28
32.62222222,34.26666667,0.45,10.6421,146,10.0464,1013.98
32.08333333,35.11666667,0.52,7.2772,175,9.982,1013.58
28.12222222,30.88888889,0.7,4.1699,152,11.3988,1013.44
27.10555556,28.96666667,0.69,9.2897,119,9.982,1013.57
26.97222222,28.82222222,0.7,10.7387,110,14.9086,1013.96
26.38333333,26.38333333,0.74,13.2664,118,14.168,1014.08
25.4,25.4,0.79,11.0446,130,14.9086,1014.08
24.26111111,24.26111111,0.85,6.279,140,14.9086,1014.36
20.57222222,20.57222222,0.85,13.1376,324,14.9569,1018.06
23.17222222,23.17222222,0.88,6.279,131,11.9784,1014.16
23.19444444,23.19444444,0.85,11.0124,131,11.9784,1013.89
21.2,21.2,0.93,9.8371,79,7.5509,1014.08
22.17777778,22.17777778,0.93,0.7245,310,8.05,1014.3
24.86111111,24.86111111,0.79,1.4812,324,10.0464,1014.69
25.89444444,25.89444444,0.74,10.5616,314,11.0768,1015.5
26.95,29.07777778,0.74,16.5508,329,10.0464,1016.07
27.43333333,29.82777778,0.72,17.7261,348,11.27,1016.05
28.70555556,30.85,0.62,16.6957,359,11.4471,1016.06
29.63333333,32.06666667,0.6,17.4524,339,11.27,1016.67
30.76666667,33.38888889,0.56,12.9766,349,11.27,1016.78
30.85,33.96111111,0.58,16.5991,351,11.4471,1016.11
29.86111111,33.08888889,0.63,22.2341,339,11.27,1015.8
29.81666667,33.01111111,0.63,22.1536,329,11.27,1016.18
27.87222222,29.75555556,0.64,21.7028,350,10.5938,1016.15
27.71111111,29.69444444,0.66,22.0087,329,11.2056,1016.11
27.10555556,28.6,0.65,20.5275,320,9.982,1016.46
25.15,25.15,0.72,14.2807,330,11.0285,1016.97
23.79444444,23.79444444,0.78,12.7995,329,11.2056,1017.37
24.16666667,24.16666667,0.74,13.8621,252,15.8263,1018.93
22.82222222,22.82222222,0.77,10.2557,265,14.9569,1019.72
21.48333333,21.48333333,0.81,14.1358,308,15.8263,1019.62
20.90555556,20.90555556,0.81,11.2861,289,15.8263,1019.71
20.66666667,20.66666667,0.9,14.2324,347,14.168,1017.48
18.77222222,18.77222222,0.87,11.0124,319,14.9086,1018.75
18.23888889,18.23888889,0.9,11.1412,328,14.9086,1018.8
18.23333333,18.23333333,0.88,7.1001,279,9.982,1019.39
17.68888889,17.68888889,0.9,7.9856,301,9.982,1019.61
17.82777778,17.82777778,0.89,13.8621,308,11.2056,1019.42
19.82222222,19.82222222,0.84,13.7977,318,10.3523,1019.63
22.64444444,22.64444444,0.73,9.5473,321,9.982,1019.53
23.8,23.8,0.74,7.4704,264,10.0464,1019.51
25.72777778,25.72777778,0.69,8.5169,267,11.4471,1019.38
27.64444444,29.63888889,0.67,8.0017,282,11.27,1019.03
27.71111111,29.31666667,0.63,9.5795,329,11.27,1018.83
27.72222222,29.6,0.65,9.4829,313,11.4471,1018.46
28.86666667,31.17777778,0.62,10.8353,337,11.27,1017.82
29.91111111,33.18333333,0.63,7.8568,348,11.27,1017.34
29.77222222,32.11666667,0.58,5.957,305,11.4471,1017
28.81666667,31.17222222,0.63,14.168,320,11.27,1016.63
25.18333333,25.18333333,0.64,13.7494,131,11.27,1016.54
21.12222222,21.12222222,0.88,19.7547,294,6.1019,1017.57
20.25,20.25,0.92,8.3237,307,11.1251,1018.09
20.66666667,20.66666667,0.92,6.0053,330,10.0464,1018.53
20.70555556,20.70555556,0.95,10.8031,348,14.5866,1018.4
19.37777778,19.37777778,0.97,6.44,320,14.9086,1015.24
19.78888889,19.78888889,0.93,6.44,0,14.9086,1015.32
18.19444444,18.19444444,0.93,3.2522,0,10.3523,1016.66
18.28888889,18.28888889,0.97,3.3488,351,11.9784,1015.71
17.73333333,17.73333333,0.99,6.279,351,11.9784,1015.68
17.86111111,17.86111111,0.97,4.1377,9,14.168,1015.74
19.8,19.8,0.87,3.703,3,9.982,1016.11
21,21,0.87,9.1609,333,9.982,1016.21
22.80555556,22.80555556,0.79,8.0178,20,9.982,1016.53
24.97777778,24.97777778,0.69,9.2253,2,9.982,1016.71
27.15,28.28333333,0.6,9.3863,51,9.982,1016.6
27.78888889,28.57222222,0.54,9.3702,61,10.3523,1016.58
28.83888889,29.62222222,0.51,9.4829,1,9.982,1016.7
29.92777778,30.66666667,0.48,9.4668,10,11.2056,1016.41
30.01111111,30.56111111,0.47,11.3183,24,10.4006,1015.99
28.91666667,29.65555556,0.51,16.583,351,10.0464,1015.51
29.90555556,29.97777778,0.43,12.4453,11,10.0464,1015.3
28.92777778,29.36111111,0.48,12.3648,21,10.4006,1015.1
27.73888889,28.6,0.55,10.3362,12,10.0464,1015.11
27.17777778,28.03333333,0.56,9.5634,22,10.0464,1015.39
25.27222222,25.27222222,0.63,9.2575,31,10.3523,1015.66
22.77777778,22.77777778,0.79,4.7978,23,9.982,1016.07
21.64444444,21.64444444,0.81,6.1985,33,15.8263,1016.68
21.25,21.25,0.83,6.2468,33,14.9569,1016.81
21.03888889,21.03888889,0.93,10.4811,171,14.9086,1018.45
20.99444444,20.99444444,0.97,6.6493,39,14.9086,1017
20.97222222,20.97222222,0.96,9.7244,344,10.3523,1014.08
20.43888889,20.43888889,0.97,10.6743,341,11.9784,1016.94
20.96111111,20.96111111,0.93,9.4829,351,9.982,0
19.81666667,19.81666667,0.97,6.1019,3,9.982,1017.07
